0.446657 	 0.0394125 	 0.0394125	0
0.593315 	 0.0393551 	 0.0393838	1
0.739972 	 0.0393978 	 0.0393885	2
0.886629 	 0.0393404 	 0.0393765	3
1.03329 	 0.0393831 	 0.0393778	4
1.17994 	 0.0393257 	 0.0393691	5
1.3266 	 0.0393684 	 0.039369	6
1.47326 	 0.039411 	 0.0393742	7
1.61992 	 0.0393537 	 0.039372	8
1.76657 	 0.0393963 	 0.0393744	9
1.91323 	 0.039339 	 0.0393712	10
2.05989 	 0.0393816 	 0.039372	11
2.20655 	 0.0393242 	 0.0393684	12
2.3532 	 0.0393669 	 0.0393683	13
2.49986 	 0.0394095 	 0.039371	14
2.64652 	 0.0405522 	 0.0394448	15
2.79318 	 0.0412907 	 0.0395534	16
2.93983 	 0.0445333 	 0.0398301	17
3.08649 	 0.043876 	 0.040043	18
3.23315 	 0.0394228 	 0.040012	19
3.3798 	 0.0393654 	 0.0399812	20
3.52646 	 0.0394081 	 0.0399552	21
3.67312 	 0.0397339 	 0.0399455	22
3.81978 	 0.0445892 	 0.040139	23
3.96643 	 0.0440318 	 0.0402947	24
4.11309 	 0.0402745 	 0.040294	25
4.25975 	 0.0398171 	 0.0402763	26
4.40641 	 0.0393639 	 0.0402437	27
4.55306 	 0.0394066 	 0.0402149	28
4.69972 	 0.0393492 	 0.040186	29
4.84638 	 0.0393919 	 0.0401604	30
4.99304 	 0.0393345 	 0.0401346	31
5.13969 	 0.0393772 	 0.0401116	32
5.28635 	 0.0393198 	 0.0400883	33
5.43301 	 0.0393625 	 0.0400676	34
5.57966 	 0.0394051 	 0.0400492	35
5.72632 	 0.0393478 	 0.0400302	36
5.87298 	 0.0393904 	 0.0400134	37
6.01964 	 0.0393331 	 0.039996	38
6.16629 	 0.0393757 	 0.0399804	39
6.31295 	 0.0939016 	 0.0412956	40
6.45961 	 0.0799442 	 0.0422158	41
6.60627 	 0.0394037 	 0.0421504	42
6.75292 	 0.0393463 	 0.0420867	43
6.89958 	 0.0476056 	 0.0422093	44
7.04624 	 0.0400274 	 0.0421619	45
7.1929 	 0.0393742 	 0.0421026	46
7.33955 	 0.0393169 	 0.0420445	47
7.48621 	 0.0391762 	 0.041986	48
7.63287 	 0.0394022 	 0.0419343	49
7.77953 	 0.0393448 	 0.0418835	50
